"id","created_at","open","comments_count","changes_count","closed_at","min_lat","min_lon","max_lat","max_lon","uid","user","tags.changesets_count","tags.comment","tags.created_by","tags.hashtags","tags.host","tags.imagery_used","tags.locale","tags.review_requested","tags.warnings:close_nodes:vertices","tags.source","tags.warnings:disconnected_way:highway","tags.warnings:outdated_tags:noncanonical_brand","tags.ideditor:walkthrough_progress","tags.ideditor:walkthrough_started","tags.warnings:crossing_ways:building-highway","tags.data_used","tags.resolved:disconnected_way:highway","tags.warnings:y_shaped_connection","tags.resolved:crossing_ways:highway-highway","tags.warnings:crossing_ways:building-building","tags.warnings:impossible_oneway:highway","tags.resolved:crossing_ways:building-building","tags.resolved:crossing_ways:building-highway","tags.warnings:missing_tag:any","tags.warnings:missing_tag:descriptive","tags.resolved:missing_tag:any","tags.resolved:missing_tag:descriptive","tags.warnings:missing_tag:highway_classification","tags.resolved:close_nodes:vertices","tags.answer","tags.theme","tags.change_over_5000m","tags.create","tags.add-image","tags.change_within_25m","tags.warnings:crossing_ways:highway-highway","tags.warnings:almost_junction:highway-highway"
149979582,"2024-04-14T07:38:59Z",FALSE, 0,121,"2024-04-14T07:39:00Z",-12.9151577, -38.44239,-12.914281, -38.43977,21184792,"abne dias",2,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file;Esri World Imagery (Clarity) Beta,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149659456,"2024-04-06T15:09:41Z",FALSE, 0, 50,"2024-04-06T15:09:42Z",-12.9161591, -38.43759,-12.915769, -38.43708,21184792,"abne dias",1,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery (Clarity) Beta;.gpx data file;Esri World Imagery,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150722707,"2024-04-30T18:47:37Z",FALSE, 0,141,"2024-04-30T18:47:39Z",-12.9361245, -38.44161,-12.934658, -38.44104,21328495,"Adailton Barros",11,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150372612,"2024-04-23T03:02:11Z",FALSE, 0, 40,"2024-04-23T03:02:15Z",-12.9361378, -38.44173,-12.934893, -38.44104,21328495,"Adailton Barros",10,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150325116,"2024-04-22T03:24:02Z",FALSE, 0,  7,"2024-04-22T03:24:05Z",-12.9593032, -38.48872,-12.957052, -38.48774,21328495,"Adailton Barros",9,Mapeamento Adjoba,iD 2.28.1,#y;#youthmappersufba,https://www.openstreetmap.org/edit,Esri World Imagery (Clarity) Beta,pt-BR,NA,NA,local knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150323657,"2024-04-22T01:43:13Z",FALSE, 0, 26,"2024-04-22T01:43:19Z",-12.9359721, -38.44165,-12.935636, -38.44127,21328495,"Adailton Barros",8,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150323215,"2024-04-22T01:14:26Z",FALSE, 0, 23,"2024-04-22T01:14:31Z",-12.9361257, -38.44156,-12.934893, -38.44032,21328495,"Adailton Barros",7,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150285176,"2024-04-21T02:22:49Z",FALSE, 0, 29,"2024-04-21T02:22:50Z",-12.9397553, -38.45348,-12.927986, -38.43841,21328495,"Adailton Barros",6,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file;OpenStreetMap (Standard);Esri World Imagery (Clarity) Beta,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150284756,"2024-04-21T01:36:22Z",FALSE, 0,214,"2024-04-21T01:36:24Z",-12.9401345, -38.45348,-12.932885, -38.43816,21328495,"Adailton Barros",5,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery (Clarity) Beta;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150282991,"2024-04-20T23:02:47Z",FALSE, 0,129,"2024-04-20T23:02:49Z",-12.9355042, -38.44180,-12.934206, -38.43952,21328495,"Adailton Barros",4,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;Esri World Imagery (Clarity) Beta;.gpx data file;Maxar Premium Imagery;OpenStreetMap (Standard),pt-BR,yes,NA,aerial imagery;local knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150279749,"2024-04-20T20:26:52Z",FALSE, 0,  8,"2024-04-20T20:26:53Z",-12.9573507, -38.49365,-12.956426, -38.49288,21328495,"Adailton Barros",3,Mapeamento Adjoba,iD 2.28.1,NA,https://www.openstreetmap.org/edit,Esri World Imagery (Clarity) Beta,pt-BR,NA,NA,local knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150276839,"2024-04-20T18:55:03Z",FALSE, 0,  1,"2024-04-20T18:55:04Z",-12.9589036, -38.48859,-12.958746, -38.48854,21328495,"Adailton Barros",2,Ajuste da localização do ponto,iD 2.28.1,NA,https://www.openstreetmap.org/edit,Esri World Imagery (Clarity) Beta,pt-BR,NA,NA,local knowledge,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150267500,"2024-04-20T15:05:02Z",FALSE, 0, 21,"2024-04-20T15:05:03Z",-12.9355084, -38.44135,-12.934972, -38.44091,21328495,"Adailton Barros",1,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery (Clarity) Beta;.gpx data file;Esri World Imagery,pt-BR,yes,NA,Imagens globais da Esri (Clareadas) Beta;Pesquisa no  Google Street View,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150266808,"2024-04-20T14:49:57Z",FALSE, 0, 62,"2024-04-20T14:49:58Z",-12.9282941, -38.44170,-12.927450, -38.44101,12798077,"Aimée Borges",15,#osmus-tasks-538 #youthmappersatufba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatufba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file;Esri World Imagery (Clarity) Beta,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150266493,"2024-04-20T14:41:47Z",FALSE, 0, 68,"2024-04-20T14:41:49Z",-12.9291036, -38.44172,-12.928025, -38.44075,12798077,"Aimée Borges",14,#osmus-tasks-538 #youthmappersatufba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatufba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149659288,"2024-04-06T15:05:46Z",FALSE, 0,  5,"2024-04-06T15:05:47Z",-12.9250940, -38.44252,-12.924998, -38.44245,12798077,"Aimée Borges",13,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149659173,"2024-04-06T15:02:46Z",FALSE, 0, 23,"2024-04-06T15:02:47Z",-12.9251578, -38.44270,-12.924761, -38.44255,12798077,"Aimée Borges",12,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149658971,"2024-04-06T14:56:56Z",FALSE, 0,165,"2024-04-06T14:56:58Z",-12.9249317, -38.44308,-12.923867, -38.44237,12798077,"Aimée Borges",11,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149658085,"2024-04-06T14:33:38Z",FALSE, 0, 17,"2024-04-06T14:33:39Z",-12.9339795, -38.43868,-12.933679, -38.43845,12798077,"Aimée Borges",10,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149052813,"2024-03-23T14:19:50Z",FALSE, 0, 27,"2024-03-23T14:19:51Z",-12.9290862, -38.43735,-12.928601, -38.43710,12798077,"Aimée Borges",9,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery (Clarity) Beta;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149052413,"2024-03-23T14:10:52Z",FALSE, 0, 36,"2024-03-23T14:10:53Z",-12.9296589, -38.43680,-12.929149, -38.43641,12798077,"Aimée Borges",8,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery (Clarity) Beta;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149052121,"2024-03-23T14:03:21Z",FALSE, 0,122,"2024-03-23T14:03:23Z",-12.9308195, -38.43765,-12.929856, -38.43637,12798077,"Aimée Borges",7,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery (Clarity) Beta;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149050064,"2024-03-23T12:59:57Z",FALSE, 0,135,"2024-03-23T12:59:58Z",-12.9300937, -38.43807,-12.929371, -38.43707,12798077,"Aimée Borges",6,#osmus-tasks-538 #youthmappersatugba #tomtom #mapatona,iD 2.21.1,#osmus-tasks-538;#youthmappersatugba;#tomtom;#mapatona,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery (Clarity) Beta;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149049458,"2024-03-23T12:40:51Z",FALSE, 0,119,"2024-03-23T12:40:52Z",-12.9304663, -38.43810,-12.929294, -38.43739,12798077,"Aimée Borges",5,#osmus-tasks-538 #youthmappersatUFBA #mapatona #tomtom,iD 2.21.1,#osmus-tasks-538;#youthmappersatUFBA;#mapatona;#tomtom,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file;Esri World Imagery (Clarity) Beta,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149048503,"2024-03-23T12:13:04Z",FALSE, 0, 10,"2024-03-23T12:13:05Z",-12.9293781, -38.43789,-12.929294, -38.43771,12798077,"Aimée Borges",4,#osmus-tasks-538,iD 2.21.1,#osmus-tasks-538,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
148273755,"2024-03-06T02:29:00Z",FALSE, 0, 22,"2024-03-06T02:29:02Z",-12.9289748, -38.43850,-12.928753, -38.43812,12798077,"Aimée Borges",3,#osmus-tasks-538#youthmappersufba,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144440792,"2023-11-25T13:17:30Z",FALSE, 0,  1,"2023-11-25T13:17:31Z",-12.9742299, -38.50320,-12.974008, -38.50277,12798077,"Aimée Borges",2,ymufba,iD 2.27.3,NA,https://www.openstreetmap.org/edit,Bing Maps Aerial,pt-BR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
144440648,"2023-11-25T13:13:14Z",FALSE, 0, 11,"2023-11-25T13:13:15Z",-12.9742674, -38.50320,-12.974001, -38.50262,12798077,"Aimée Borges",1,youthmappers ufba,iD 2.27.3,NA,https://www.openstreetmap.org/edit,Bing Maps Aerial,pt-BR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151334835,"2024-05-14T22:55:27Z",FALSE, 0, 13,"2024-05-14T22:55:28Z",-29.3915935, -51.92378,-29.389336, -51.92296,18502802,"Aline Graziadei",14,#hotosm-project-16737 #2024_brrs_floods #enchentes_RS_2024 #Humanitarianprogram #Mapping_emergency_response,iD 2.21.1,#hotosm-project-16737;#2024_brrs_floods;#enchentes_RS_2024;#Humanitarianprogram;#Mapping_emergency_response;#youthmappersufba,https://tasks.hotosm.org/projects/16737/map/,Bing Maps Aerial;unknown.geojson,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
151334589,"2024-05-14T22:43:49Z",FALSE, 0,  5,"2024-05-14T22:43:50Z",-29.3913095, -51.92346,-29.391233, -51.92337,18502802,"Aline Graziadei",13,#hotosm-project-16737 #2024_brrs_floods #enchentes_RS_2024 #Humanitarianprogram #Mapping_emergency_response,iD 2.21.1,#hotosm-project-16737;#2024_brrs_floods;#enchentes_RS_2024;#Humanitarianprogram;#Mapping_emergency_response;#yo;#youthmappersufba,https://tasks.hotosm.org/projects/16737/map/,Bing Maps Aerial;unknown.geojson,pt-BR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
150730706,"2024-05-01T00:09:28Z",FALSE, 0, 34,"2024-05-01T00:09:30Z",-19.1346918, -46.33324,-19.131041, -46.32589,18502802,"Aline Graziadei",12,#teachosm-project-1463 #YouthMappers #YouthMappersUFV Mapeamento de estradas rurais,iD 2.21.1,#teachosm-project-1463;#YouthMappers;#YouthMappersUFV,https://tasks.teachosm.org/projects/1463/map/,Bing Maps Aerial;unknown.geojson,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149949337,"2024-04-13T12:23:43Z",FALSE, 0, 17,"2024-04-13T12:23:44Z",-12.9393656, -38.43272,-12.937863, -38.43102,18502802,"Aline Graziadei",11,#osmus-tasks-538 #youthmappersufba,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;IBGE Nomes de Ruas;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149949173,"2024-04-13T12:19:45Z",FALSE, 0, 15,"2024-04-13T12:19:46Z",-12.9393243, -38.43221,-12.939065, -38.43147,18502802,"Aline Graziadei",10,#osmus-tasks-538 #youthmappersufba,iD 2.21.1,#osmus-tasks-538;#youthmappersufba,https://tasks.openstreetmap.us/projects/538/map/,Esri World Imagery;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142055347,"2023-10-02T20:01:55Z",FALSE, 0, 10,"2023-10-02T20:01:56Z",-29.4091022, -51.94648,-29.408734, -51.94608,18502802,"Aline Graziadei",9,#hotosm-project-15602 MAPEAMENTO DE ENCHENTES NA CIDADE DE AROIO DO MEIO (RS) #ENCHENTESRS #OPENSTREETMAP-BR #UMBRAOSM #YOUTHMAPPERS-BR #BRASIL #HOTHubLAC,iD 2.21.1,#hotosm-project-15602;#ENCHENTESRS;#OPENSTREETMAP-BR;#UMBRAOSM;#YOUTHMAPPERS-BR;#BRASIL;#HOTHubLAC,https://tasks.hotosm.org/projects/15602/map/,Bing Maps Aerial;.gpx data file,pt-BR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141891149,"2023-09-29T00:19:55Z",FALSE, 0, 65,"2023-09-29T00:19:56Z",-29.3866660, -51.91769,-29.384615, -51.91568,18502802,"Aline Graziadei",8,#hotosm-project-15602 MAPEAMENTO DE ENCHENTES NA CIDADE DE AROIO DO MEIO (RS) #ENCHENTESRS #OPENSTREETMAP-BR #UMBRAOSM #YOUTHMAPPERS-BR #BRASIL #HOTHubLAC,iD 2.21.1,#hotosm-project-15602;#ENCHENTESRS;#OPENSTREETMAP-BR;#UMBRAOSM;#YOUTHMAPPERS-BR;#BRASIL;#HOTHubLAC,https://tasks.hotosm.org/projects/15602/map/,Bing Maps Aerial;.gpx data file,pt-BR,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
